"individual1","individual2","dyad","deployment","group","retreived","sex"
"204390","216920","204390:216920",2020,"Within","1_logger","F:F"
"203770","219787","203770:219787",2020,"Within","1_logger","F:F"
"203770","216920","203770:216920",2020,"Within","1_logger","F:F"
"204390","216875","204390:216875",2020,"Between","1_logger","F:M"
"204390","216893","204390:216893",2020,"Between","1_logger","F:M"
"203770","216893","203770:216893",2020,"Between","1_logger","F:M"
"203770","218938","203770:218938",2020,"Between","1_logger","F:M"
"216920","218938","216920:218938",2020,"Between","1_logger","F:M"
"204390","218959","204390:218959",2020,"Between","1_logger","F:F"
"216875","218938","216875:218938",2020,"Within","1_logger","M:M"
"216893","218938","216893:218938",2020,"Within","1_logger","M:M"
"204390","218938","204390:218938",2020,"Between","1_logger","F:M"
"202177","217167","202177:217167",2020,"Between","1_logger","F:M"
"203770","216875","203770:216875",2020,"Between","1_logger","F:M"
"203770","218959","203770:218959",2020,"Between","1_logger","F:F"
"216875","218959","216875:218959",2020,"Between","1_logger","F:M"
"217167","217564","217167:217564",2020,"Between","1_logger","F:M"
"217941","218922","217941:218922",2020,"Between","1_logger","F:M"
"203770","218994","203770:218994",2020,"Within","1_logger","F:F"
"187214","218959","187214:218959",2020,"Within","1_logger","F:F"
"204390","218994","204390:218994",2020,"Within","1_logger","F:F"
"218938","218994","218938:218994",2020,"Between","1_logger","F:M"
"217564","217941","217564:217941",2020,"Within","1_logger","F:M"
"217564","218922","217564:218922",2020,"Between","1_logger","F:F"
"216920","218959","216920:218959",2020,"Between","1_logger","F:F"
"218938","218959","218938:218959",2020,"Between","1_logger","F:M"
"187214","218938","187214:218938",2020,"Between","1_logger","F:M"
"218959","218994","218959:218994",2020,"Between","1_logger","F:F"
"187214","203770","187214:203770",2020,"Between","1_logger","F:F"
"218959","218959","218959:218959",2020,"Within","1_logger","F:F"
"187214","217222","187214:217222",2020,"Within","1_logger","F:F"
"204390","204390","204390:204390",2020,"Within","2_logger","F:F"
"217941","218646","217941:218646",2020,"Between","1_logger","F:M"
"218646","218922","218646:218922",2020,"Within","1_logger","F:F"
"217222","218959","217222:218959",2020,"Within","1_logger","F:F"
"217564","218646","217564:218646",2020,"Between","1_logger","F:F"
"204390","217222","204390:217222",2020,"Between","1_logger","F:F"
"187214","204390","187214:204390",2020,"Between","1_logger","F:F"
"204390","971343","204390:971343",2020,"Within","2_logger","F:M"
"217222","971391","217222:971391",2020,"Within","1_logger","F:M"
"971343","971343","971343:971343",2020,"Within","2_logger","M:M"
"217732","971343","217732:971343",2020,"Within","1_logger","F:M"
"218959","971391","218959:971391",2020,"Within","1_logger","F:M"
"216996","217941","216996:217941",2020,"Within","1_logger","F:M"
"218068","219520","218068:219520",2020,"Between","1_logger","F:F"
"217941","218068","217941:218068",2020,"Within","1_logger","F:M"
"217222","971343","217222:971343",2020,"Between","1_logger","F:M"
"217564","219520","217564:219520",2020,"Between","1_logger","F:F"
"216996","218068","216996:218068",2020,"Within","1_logger","F:F"
"217564","218068","217564:218068",2020,"Within","1_logger","F:F"
"216996","217564","216996:217564",2020,"Within","1_logger","F:F"
"216851","219063","216851:219063",2020,"Within","1_logger","F:F"
"216851","218646","216851:218646",2020,"Within","1_logger","F:F"
"218646","219063","218646:219063",2020,"Within","1_logger","F:F"
"217941","219520","217941:219520",2020,"Between","1_logger","F:M"
"217941","219063","217941:219063",2020,"Between","1_logger","F:M"
"219063","219520","219063:219520",2020,"Within","1_logger","F:F"
"216851","219520","216851:219520",2020,"Within","1_logger","F:F"
"216851","217941","216851:217941",2020,"Between","1_logger","F:M"
"218922","219063","218922:219063",2020,"Within","1_logger","F:F"
"216851","218922","216851:218922",2020,"Within","1_logger","F:F"
"216996","218646","216996:218646",2020,"Between","1_logger","F:F"
"218959","971343","218959:971343",2020,"Between","1_logger","F:M"
"204390","217732","204390:217732",2020,"Within","1_logger","F:F"
"217222","217732","217222:217732",2020,"Between","1_logger","F:F"
"217732","218959","217732:218959",2020,"Between","1_logger","F:F"
"216851","217564","216851:217564",2020,"Between","1_logger","F:F"
